Game,Country,Number of Users,Average Rating
No Thanks!,Germany,53,7.39
No Thanks!,Greece,16,6.72
No Thanks!,Guatemala,1,8
No Thanks!,Hungary,7,6.71
No Thanks!,Iceland,1,7.5
No Thanks!,India,3,6.67
No Thanks!,Indonesia,1,8
No Thanks!,Ireland,4,7.13
No Thanks!,Israel,3,7.33
No Thanks!,Italy,18,7.52
No Thanks!,Japan,29,6.87
No Thanks!,Latvia,4,7.25
No Thanks!,Lithuania,5,8.6
No Thanks!,Luxembourg,1,8
No Thanks!,Malaysia,5,7.36
No Thanks!,Mexico,3,5.67
No Thanks!,Netherlands,17,7.15
No Thanks!,New Zealand,16,7.27
No Thanks!,Norway,10,7.5
No Thanks!,Philippines,4,7
No Thanks!,Poland,16,7.61
No Thanks!,Portugal,8,7.43
No Thanks!,Romania,2,6.5
No Thanks!,Russia,6,7.75
No Thanks!,Saudi Arabia,1,7
No Thanks!,Republic of Serbia,6,8.33
No Thanks!,Slovenia,1,7
No Thanks!,South Africa,3,7
No Thanks!,South Korea,15,7.19
No Thanks!,Spain,59,7.14
No Thanks!,Sweden,20,7.85
No Thanks!,Switzerland,5,6.9
No Thanks!,Taiwan,9,7.72
No Thanks!,Thailand,9,7.94
No Thanks!,Ukraine,1,10
No Thanks!,USA,687,7.36
No Thanks!,Vietnam,1,7
Notre Dame,Argentina,1,9
Notre Dame,Australia,25,7.54
Notre Dame,Austria,7,7.71
Notre Dame,Belarus,1,7
Notre Dame,Belgium,20,8.09
Notre Dame,Brazil,23,7.88
Notre Dame,Brunei,1,8
Notre Dame,Canada,65,7.6
Notre Dame,Chile,2,8.75
Notre Dame,China,12,8
Notre Dame,Colombia,1,8
Notre Dame,Czech Republic,10,7.95
Notre Dame,Denmark,2,9
Notre Dame,England,5,7.3
Notre Dame,Estonia,2,9
Notre Dame,Finland,16,8.38
Notre Dame,France,17,7.64
Notre Dame,Germany,90,7.82
Notre Dame,Greece,20,7.99
Notre Dame,Hungary,6,7.5
Notre Dame,Iceland,1,8
Notre Dame,Ireland,3,6.5
Notre Dame,Israel,7,8.29
Notre Dame,Italy,36,7.59
Notre Dame,Japan,18,6.89
Notre Dame,Latvia,2,7.25
Notre Dame,Lithuania,1,7
Notre Dame,Luxembourg,1,9
Notre Dame,Malaysia,1,9.5
Notre Dame,Mexico,1,7.2
Notre Dame,Moldova,1,7
Notre Dame,Netherlands,13,7.74
Notre Dame,New Zealand,8,7.71
Notre Dame,Norway,9,7.47
Notre Dame,Peru,1,8.5
Notre Dame,Philippines,1,4
Notre Dame,Poland,22,7.61
Notre Dame,Portugal,7,6.84
Notre Dame,Qatar,1,7
Notre Dame,Romania,3,9
Notre Dame,Russia,4,7.76
Notre Dame,Slovakia,1,9
Notre Dame,South Africa,2,7
Notre Dame,South Korea,17,8.11
Notre Dame,Spain,48,8.03
Notre Dame,Sweden,14,7.46
Notre Dame,Switzerland,4,7.25
Notre Dame,Taiwan,19,8.13
Notre Dame,Thailand,5,7.42
Notre Dame,Ukraine,1,5
Notre Dame,USA,436,7.61
Notre Dame,Venezuela,2,10
Pandemic,Albania,1,5
Pandemic,Argentina,26,7.99
Pandemic,Australia,138,7.95
Pandemic,Austria,20,7.55
Pandemic,Belarus,3,8.17
Pandemic,Belgium,59,8
Pandemic,Bolivia,1,10
Pandemic,Brazil,101,8.28
Pandemic,Bulgaria,12,7.42
Pandemic,Canada,505,8.18
Pandemic,Chile,21,8.54
Pandemic,China,29,7.54
Pandemic,Colombia,9,8.56
Pandemic,Costa Rica,4,8.25
Pandemic,Croatia,10,8.23
Pandemic,Czech Republic,21,7.5
Pandemic,Denmark,29,7.68
Pandemic,England,18,7.86
Pandemic,Estonia,10,8.8
Pandemic,Finland,41,7.95
Pandemic,France,39,7.82
Pandemic,Germany,214,8.19
Pandemic,Greece,54,7.8
Pandemic,Guatemala,1,9
Pandemic,Honduras,1,8.6
Pandemic,Hungary,25,8.18
Pandemic,Iceland,4,7.75
Pandemic,India,3,9
Pandemic,Indonesia,11,8.82
Pandemic,Iraq,1,9
Pandemic,Ireland,15,7.67
Pandemic,Israel,20,8.28
Pandemic,Italy,61,7.96
Pandemic,Japan,51,7.71
Pandemic,Latvia,6,7.42
Pandemic,Lithuania,19,7.74
Pandemic,Luxembourg,5,8.2
Pandemic,Macedonia,2,7.5
Pandemic,Malaysia,13,7.72
Pandemic,Mexico,29,8.03
Pandemic,Moldova,2,9.5
Pandemic,Mongolia,1,8
Pandemic,Netherlands,58,8.03
Pandemic,New Zealand,33,7.38
Pandemic,Norway,23,8.17
Pandemic,Peru,6,7.75
Pandemic,Philippines,12,7.83
Pandemic,Poland,108,7.76
Pandemic,Portugal,28,7.84
Pandemic,Qatar,2,8
Pandemic,Romania,21,8.44
Pandemic,Russia,15,7.53
Pandemic,Saudi Arabia,1,7
Pandemic,Republic of Serbia,8,8.38
Pandemic,Slovakia,5,7.6
Pandemic,Slovenia,7,8.36
Pandemic,South Africa,9,7.72
Pandemic,South Korea,33,7.72
Pandemic,Spain,182,7.8
Pandemic,Sri Lanka,1,9
Pandemic,Sweden,68,7.66
Pandemic,Switzerland,22,8.07
Pandemic,Taiwan,33,8.04
Pandemic,Thailand,15,7.01
Pandemic,Turkey,2,8.5
Pandemic,Uganda,1,8
Pandemic,Ukraine,10,8.53
Pandemic,USA,2731,8.06
Pandemic,Uruguay,3,8.43
Pandemic,Vietnam,2,7
Pandemic Legacy: Season 1,Argentina,5,9.38
Pandemic Legacy: Season 1,Australia,37,9.12
Pandemic Legacy: Season 1,Austria,4,9.25
Pandemic Legacy: Season 1,Belarus,2,9
Pandemic Legacy: Season 1,Belgium,10,7.54
Pandemic Legacy: Season 1,Bolivia,1,1
Pandemic Legacy: Season 1,Brazil,29,9.17
Pandemic Legacy: Season 1,Bulgaria,2,7.5
Pandemic Legacy: Season 1,Canada,112,9.08
Pandemic Legacy: Season 1,Chile,3,8.67
Pandemic Legacy: Season 1,China,6,9.08
Pandemic Legacy: Season 1,Colombia,5,9.1
Pandemic Legacy: Season 1,Croatia,1,10
Pandemic Legacy: Season 1,Czech Republic,4,9
Pandemic Legacy: Season 1,Denmark,10,8.44
Pandemic Legacy: Season 1,Ecuador,1,9
Pandemic Legacy: Season 1,England,5,8
Pandemic Legacy: Season 1,Estonia,2,9.5
Pandemic Legacy: Season 1,Finland,9,8.88
Pandemic Legacy: Season 1,France,6,9.67
Pandemic Legacy: Season 1,Germany,82,8.92
Pandemic Legacy: Season 1,Greece,9,8.69
Pandemic Legacy: Season 1,Hungary,7,9.29
Pandemic Legacy: Season 1,India,1,10
Pandemic Legacy: Season 1,Indonesia,2,8.7
Pandemic Legacy: Season 1,Ireland,4,7.25
Pandemic Legacy: Season 1,Israel,4,8.25
Pandemic Legacy: Season 1,Italy,24,8.23
Pandemic Legacy: Season 1,Japan,11,6.68
Pandemic Legacy: Season 1,Latvia,3,8.33
Pandemic Legacy: Season 1,Lithuania,7,7.43
Pandemic Legacy: Season 1,Luxembourg,2,9
Pandemic Legacy: Season 1,Malaysia,2,7.3
Pandemic Legacy: Season 1,Mexico,7,7.9
Pandemic Legacy: Season 1,Moldova,1,10
Pandemic Legacy: Season 1,Netherlands,14,8.79
Pandemic Legacy: Season 1,New Zealand,7,8.79
Pandemic Legacy: Season 1,Norway,8,9.05
Pandemic Legacy: Season 1,Philippines,3,7
Pandemic Legacy: Season 1,Poland,25,8.8
Pandemic Legacy: Season 1,Portugal,7,9
Pandemic Legacy: Season 1,Qatar,1,9.2
Pandemic Legacy: Season 1,Romania,4,9.95
Pandemic Legacy: Season 1,Russia,7,8.71
Pandemic Legacy: Season 1,Republic of Serbia,1,9
Pandemic Legacy: Season 1,Slovakia,2,9.5
Pandemic Legacy: Season 1,Slovenia,1,10
Pandemic Legacy: Season 1,South Africa,3,9.33
Pandemic Legacy: Season 1,South Korea,6,9.65
Pandemic Legacy: Season 1,Spain,67,9.02
Pandemic Legacy: Season 1,Sweden,14,7.71
Pandemic Legacy: Season 1,Switzerland,6,8.25
Pandemic Legacy: Season 1,Taiwan,7,9.29
Pandemic Legacy: Season 1,Thailand,1,10
Pandemic Legacy: Season 1,Turkey,1,9.5
Pandemic Legacy: Season 1,Ukraine,2,10
Pandemic Legacy: Season 1,USA,670,8.84
Pandemic Legacy: Season 1,Venezuela,1,10
Patchwork,Argentina,14,8.63
Patchwork,Australia,47,8.04
Patchwork,Austria,7,8.14
Patchwork,Belarus,1,7
Patchwork,Belgium,16,8.02
Patchwork,Brazil,30,8.46
Patchwork,Bulgaria,5,7.3
Patchwork,Canada,134,7.78
Patchwork,Chile,12,8.1
Patchwork,China,15,8.29
Patchwork,Colombia,1,10
Patchwork,Croatia,3,9
Patchwork,Czech Republic,8,8.5
Patchwork,Denmark,13,8.08
Patchwork,Ecuador,1,7
Patchwork,England,11,8.18
Patchwork,Estonia,3,7.37
Patchwork,Finland,11,7.87
Patchwork,France,19,8.14
Patchwork,Germany,84,7.67
Patchwork,Greece,26,8.06
Patchwork,Hungary,11,7.68
Patchwork,Iceland,2,8.25
Patchwork,India,4,8
Patchwork,Indonesia,2,8.5
Patchwork,Ireland,7,8.5
Patchwork,Israel,10,8.5
Patchwork,Italy,37,8.09
Patchwork,Japan,27,7.42
Patchwork,Latvia,2,8.88
Patchwork,Lithuania,8,7.88
Patchwork,Luxembourg,1,8
Patchwork,Malaysia,1,9
Patchwork,Mexico,11,8.34
Patchwork,Moldova,1,10
Patchwork,Netherlands,31,7.72
Patchwork,New Zealand,7,7.29
Patchwork,Norway,11,7.83
Patchwork,Peru,2,8.5
Patchwork,Philippines,5,8.2
Patchwork,Poland,57,8.03
Patchwork,Portugal,11,8.02
Patchwork,Romania,9,7.84
Patchwork,Russia,12,7.83
Patchwork,Saudi Arabia,2,6.5
Patchwork,Republic of Serbia,5,8.26
Patchwork,Slovakia,4,8.75
Patchwork,Slovenia,1,7
Patchwork,South Africa,4,7.98
Patchwork,South Korea,18,7.94
Patchwork,Spain,119,8.04
Patchwork,Sweden,24,7.65
Patchwork,Switzerland,5,6.7
Patchwork,Taiwan,13,8.08
Patchwork,Thailand,7,7.71
Patchwork,Turkey,1,9
Patchwork,Uganda,1,8
Patchwork,Ukraine,6,8.47
Patchwork,USA,569,7.92
Patchwork,Uruguay,1,9
Patchwork,Venezuela,1,9
Patchwork,Vietnam,3,8.17
Pirate's Cove,Australia,29,7.26
Pirate's Cove,Austria,6,7.5
Pirate's Cove,Belgium,14,6.96
Pirate's Cove,Brazil,10,7.6
Pirate's Cove,Bulgaria,2,7.65
Pirate's Cove,Canada,93,7.08
Pirate's Cove,Chile,1,6
Pirate's Cove,China,3,6.17
Pirate's Cove,Croatia,2,8.75
Pirate's Cove,Czech Republic,3,6.67
Pirate's Cove,Denmark,7,7.36
Pirate's Cove,England,7,6.79
Pirate's Cove,Finland,26,7.16
Pirate's Cove,France,14,6.23
Pirate's Cove,Germany,49,6.84
Pirate's Cove,Greece,19,7.65
Pirate's Cove,Hungary,4,6.63
Pirate's Cove,India,1,6
Pirate's Cove,Ireland,2,7.63
Pirate's Cove,Israel,2,6.25
Pirate's Cove,Italy,18,7.75
Pirate's Cove,Japan,1,4
Pirate's Cove,Lithuania,1,7
Pirate's Cove,Malaysia,3,8.23
Pirate's Cove,Mexico,1,8
Pirate's Cove,Netherlands,13,6.81
Pirate's Cove,New Zealand,12,6.93
Pirate's Cove,Norway,5,7.2
Pirate's Cove,Philippines,1,8
Pirate's Cove,Poland,13,6.59
Pirate's Cove,Portugal,4,5.63
Pirate's Cove,Romania,1,9
Pirate's Cove,Russia,1,8
Pirate's Cove,Slovakia,1,7
Pirate's Cove,South Africa,4,6
Pirate's Cove,South Korea,6,6.67
Pirate's Cove,Spain,23,7.22
Pirate's Cove,Sweden,22,6.76
Pirate's Cove,Switzerland,3,7.67
Pirate's Cove,Taiwan,1,5
Pirate's Cove,Thailand,3,8.17
Pirate's Cove,USA,586,6.83
Power Grid,Argentina,17,8.56
Power Grid,Australia,100,8.11
Power Grid,Austria,11,8.82
Power Grid,Azerbaijan,1,9
Power Grid,Belarus,2,9
Power Grid,Belgium,57,8.59
Power Grid,Bolivia,1,10
Power Grid,Brazil,88,8.78
Power Grid,Bulgaria,1,8
Power Grid,Canada,366,8.16
Power Grid,Chile,22,8.86
Power Grid,China,36,8.32
Power Grid,Colombia,6,7.97
Power Grid,Croatia,6,7.83
Power Grid,Czech Republic,17,8.24
Power Grid,Denmark,24,8.47
Power Grid,Ecuador,1,7
Power Grid,England,16,8.48
Power Grid,Estonia,11,8.33
Power Grid,Finland,43,8.58
Power Grid,France,27,8.71
Power Grid,Germany,183,8.44
Power Grid,Greece,42,8.4
Power Grid,Guatemala,1,9.5
Power Grid,Hungary,15,8.57
Power Grid,Iceland,3,8.33
Power Grid,India,6,9.08
Power Grid,Indonesia,4,8.48
Power Grid,Ireland,13,7.77
Power Grid,Israel,16,8.05
Power Grid,Italy,75,8.18
Power Grid,Japan,31,7.45
Power Grid,Latvia,6,7.5
Power Grid,Lebanon,1,8
Power Grid,Lithuania,16,8.41
Power Grid,Luxembourg,3,8.9
Power Grid,Macedonia,1,9
Power Grid,Malaysia,12,8.66
Power Grid,Mexico,18,8.63
Power Grid,Moldova,1,10
Power Grid,Mongolia,1,10
Power Grid,Netherlands,50,8.34
Power Grid,New Zealand,26,7.89
Power Grid,Norway,24,8.48
Power Grid,Panama,1,7
Power Grid,Peru,3,8
Power Grid,Philippines,8,8.06
Power Grid,Poland,126,8.34
Power Grid,Portugal,24,8.08
Power Grid,Qatar,1,8.2
Power Grid,Romania,21,8.3
Power Grid,Russia,21,8.06
Power Grid,Saudi Arabia,1,7.5
Power Grid,Republic of Serbia,7,8.79
Power Grid,Slovakia,4,8.5
Power Grid,Slovenia,5,8.52
Power Grid,South Africa,8,8.5
Power Grid,South Korea,34,8.61
Power Grid,Spain,179,8.38
Power Grid,Sri Lanka,1,9
Power Grid,Sweden,64,7.89
Power Grid,Switzerland,15,8.9
Power Grid,Taiwan,35,8.32
Power Grid,Thailand,15,8.23
Power Grid,Turkey,3,9.33
Power Grid,Ukraine,9,8.68
Power Grid,USA,1993,8.24
Power Grid,Uruguay,1,6
Power Grid,Venezuela,2,9.5
Power Grid,Vietnam,3,8.58
Puerto Rico,Argentina,19,8.64
Puerto Rico,Australia,119,8.38
Puerto Rico,Austria,18,9.45
Puerto Rico,Belarus,2,7.75
Puerto Rico,Belgium,69,8.95
Puerto Rico,Bolivia,1,9
Puerto Rico,Brazil,125,9.08
Puerto Rico,Brunei,1,7
Puerto Rico,Bulgaria,3,9.67
Puerto Rico,Canada,421,8.49
Puerto Rico,Chile,18,8.66
Puerto Rico,China,40,9.09
Puerto Rico,Colombia,9,8.44
Puerto Rico,Croatia,11,8.85
Puerto Rico,Czech Republic,25,8.87
Puerto Rico,Denmark,30,8.75
Puerto Rico,England,17,8.17
Puerto Rico,Estonia,8,7.95
Puerto Rico,Finland,63,8.71
Puerto Rico,France,43,8.93
Puerto Rico,Germany,218,9.01
Puerto Rico,Greece,60,8.77
Puerto Rico,Guatemala,1,10
Puerto Rico,Honduras,1,8.8
Puerto Rico,Hungary,19,8.99
Puerto Rico,Iceland,2,8
Puerto Rico,India,5,8.3
Puerto Rico,Indonesia,6,8.67
Puerto Rico,Ireland,13,8.6
Puerto Rico,Israel,22,8.95
Puerto Rico,Italy,109,8.92
Puerto Rico,Japan,40,8.1
Puerto Rico,Latvia,7,8.11
Puerto Rico,Lithuania,12,8.77
Puerto Rico,Luxembourg,3,9
Puerto Rico,Malaysia,14,8.79
Puerto Rico,Mexico,21,8.72
Puerto Rico,Moldova,1,10
Puerto Rico,Mongolia,1,9
Puerto Rico,Netherlands,82,8.59
Puerto Rico,New Zealand,42,8.74
Puerto Rico,Norway,31,8.7
Puerto Rico,Panama,1,9
Puerto Rico,Peru,5,8
Puerto Rico,Philippines,6,7.58
Puerto Rico,Poland,141,8.62
Puerto Rico,Portugal,30,8.5
Puerto Rico,Qatar,1,8.8
Puerto Rico,Romania,18,9.26
Puerto Rico,Russia,16,8.38
Puerto Rico,Republic of Serbia,12,8.17
Puerto Rico,Slovakia,5,7.61
Puerto Rico,Slovenia,6,9
Puerto Rico,South Africa,9,8.91
Puerto Rico,South Korea,51,8.95
Puerto Rico,Spain,186,8.71
Puerto Rico,Sweden,97,8.37
Puerto Rico,Switzerland,16,8.78
Puerto Rico,Taiwan,40,8.7
Puerto Rico,Thailand,11,6.49
Puerto Rico,Turkey,1,9.5
Puerto Rico,Ukraine,9,7.44
Puerto Rico,USA,2484,8.4
Puerto Rico,Venezuela,3,9
Puerto Rico,Vietnam,2,7.75
Qwirkle,Argentina,4,7.75
Qwirkle,Australia,34,7.31
Qwirkle,Austria,7,6.64
Qwirkle,Belarus,1,9
Qwirkle,Belgium,13,7.14
Qwirkle,Brazil,7,7.84
Qwirkle,Brunei,1,9
Qwirkle,Bulgaria,1,10
Qwirkle,Canada,76,7.11
Qwirkle,Chile,1,9
Qwirkle,China,3,6.5
Qwirkle,Colombia,1,10
Qwirkle,Croatia,2,7.4
Qwirkle,Denmark,5,5.2
Qwirkle,England,6,7.33
Qwirkle,Finland,8,7.23
Qwirkle,France,12,7.08
Qwirkle,Germany,91,6.92
Qwirkle,Greece,4,7.5
Qwirkle,Guatemala,1,8
Qwirkle,Hungary,12,7.78
Qwirkle,India,1,8
Qwirkle,Ireland,3,5.33
Qwirkle,Israel,2,5.5
Qwirkle,Italy,14,7.32
Qwirkle,Japan,16,6.06
Qwirkle,Luxembourg,1,9
Qwirkle,Mexico,5,8.41
Qwirkle,Netherlands,22,6.93
Qwirkle,New Zealand,9,7.03
Qwirkle,Norway,10,5.95
Qwirkle,Philippines,1,6
Qwirkle,Poland,19,7.58
Qwirkle,Portugal,4,7.75
Qwirkle,Romania,8,8.5
Qwirkle,Russia,1,10
Qwirkle,Saudi Arabia,1,9
Qwirkle,Slovenia,1,9
Qwirkle,South Africa,1,9
Qwirkle,South Korea,8,7
Qwirkle,Spain,19,7.14
Qwirkle,Sweden,6,5.83
Qwirkle,Switzerland,8,7.06
Qwirkle,Taiwan,10,7.08
Qwirkle,Thailand,2,8.15
Qwirkle,Ukraine,1,8
Qwirkle,USA,633,7.12
Qwirkle,Vietnam,1,7
Ra,Argentina,6,7.42
Ra,Australia,51,7.71
Ra,Austria,11,8
Ra,Belgium,23,7.73
Ra,Brazil,27,8.06
Ra,Bulgaria,1,7
Ra,Canada,152,7.95
Ra,Chile,2,5.9
Ra,China,15,7.69
Ra,Colombia,1,9
Ra,Czech Republic,5,7.3
Ra,Denmark,7,7.57
Ra,England,9,7.13
Ra,Estonia,4,7.55
Ra,Finland,22,8.05
Ra,France,14,7.57
Ra,Germany,86,8.11
Ra,Greece,11,7.28
Ra,Hungary,9,8.22
Ra,Iceland,1,7.5
Ra,India,2,8.5
Ra,Indonesia,2,5.5
Ra,Ireland,3,7.17
Ra,Israel,7,6.43
Ra,Italy,32,8.06
Ra,Japan,37,7.49
Ra,Latvia,2,8
Ra,Lithuania,4,6.5
Ra,Malaysia,9,7.5
Ra,Mexico,1,8.1
Ra,Moldova,1,9
Ra,Netherlands,32,7.61
Ra,New Zealand,19,8.03
Ra,Norway,11,8.59
Ra,Philippines,1,10
Ra,Poland,22,7.09
Ra,Portugal,7,7.26
Ra,Romania,1,9.5
Ra,Russia,2,6
Ra,Saudi Arabia,1,8
Ra,Republic of Serbia,1,7
Ra,Slovakia,1,3
Ra,Slovenia,2,9.5
Ra,South Africa,3,8
Ra,South Korea,36,8.32
Ra,Spain,56,7.88
Ra,Sweden,20,7.9
Ra,Switzerland,7,8.64
Ra,Taiwan,21,8.19
Ra,Thailand,5,7
Ra,Ukraine,2,7
Ra,USA,983,7.91
Ra,Uruguay,1,9
Ra,Venezuela,2,8
Race for the Galaxy,Argentina,6,7.78
Race for the Galaxy,Australia,63,8.08
Race for the Galaxy,Austria,10,8.65
Race for the Galaxy,Belarus,2,7.5
Race for the Galaxy,Belgium,22,8.21
Race for the Galaxy,Bolivia,2,9.25
Race for the Galaxy,Brazil,63,7.97
Race for the Galaxy,Bulgaria,3,9
Race for the Galaxy,Canada,219,8.02
Race for the Galaxy,Chile,5,7.96
Race for the Galaxy,China,31,8.25
Race for the Galaxy,Colombia,3,9
Race for the Galaxy,Croatia,3,7.63
Race for the Galaxy,Czech Republic,14,7.25
Race for the Galaxy,Denmark,17,7.39
Race for the Galaxy,England,8,8.64
Race for the Galaxy,Estonia,7,6.31
Race for the Galaxy,Finland,37,8.09
Race for the Galaxy,France,35,8.45
Race for the Galaxy,Germany,129,8.05
Race for the Galaxy,Greece,25,8
Race for the Galaxy,Guatemala,1,9
Race for the Galaxy,Hungary,12,7.92
Race for the Galaxy,Iceland,2,8.75
Race for the Galaxy,India,2,7.5
Race for the Galaxy,Indonesia,5,8.16
Race for the Galaxy,Ireland,7,7.79
Race for the Galaxy,Israel,11,7.89
Race for the Galaxy,Italy,42,7.87
Race for the Galaxy,Japan,24,7.04
Race for the Galaxy,Latvia,4,7.05
Race for the Galaxy,Lithuania,10,8.2
Race for the Galaxy,Luxembourg,1,10
Race for the Galaxy,Malaysia,11,8.03
Race for the Galaxy,Mexico,5,6.88
Race for the Galaxy,Netherlands,29,8.28
Race for the Galaxy,New Zealand,21,7.97
Race for the Galaxy,Norway,15,7.33
Race for the Galaxy,Panama,1,8.5
Race for the Galaxy,Peru,1,9
Race for the Galaxy,Philippines,6,7.25
Race for the Galaxy,Poland,75,8.34
Race for the Galaxy,Portugal,11,8.22
Race for the Galaxy,Qatar,1,6.2
Race for the Galaxy,Romania,7,8.63
Race for the Galaxy,Russia,20,7.93
Race for the Galaxy,Republic of Serbia,7,7.71
Race for the Galaxy,Slovakia,1,8.5
Race for the Galaxy,Slovenia,2,9
Race for the Galaxy,South Africa,6,7.75
Race for the Galaxy,South Korea,27,7.29
Race for the Galaxy,Spain,92,8.33
Race for the Galaxy,Sweden,40,7.44
Race for the Galaxy,Switzerland,15,8.56
Race for the Galaxy,Taiwan,24,8.6
Race for the Galaxy,Thailand,5,8.2
Race for the Galaxy,Ukraine,7,8.79
Race for the Galaxy,USA,1392,7.86
Race for the Galaxy,Uruguay,1,10
Race for the Galaxy,Venezuela,2,9
Race for the Galaxy,Vietnam,1,5.5
Railways of the World,Australia,24,7.97
Railways of the World,Austria,10,8.7
Railways of the World,Belarus,1,9
Railways of the World,Belgium,16,8.52
Railways of the World,Brazil,9,8.54
Railways of the World,Brunei,1,8
Railways of the World,Canada,81,7.96
Railways of the World,Chile,2,8.25
Railways of the World,Croatia,1,9
Railways of the World,Czech Republic,4,6.75
Railways of the World,Denmark,11,8.36
Railways of the World,England,8,7.72
Railways of the World,Estonia,6,7.83
Railways of the World,Finland,18,7.74
Railways of the World,France,8,8.31
Railways of the World,Germany,68,7.91
Railways of the World,Greece,6,7.75
Railways of the World,Hungary,6,8.17
Railways of the World,India,2,9.5
Railways of the World,Indonesia,1,8.5
Railways of the World,Ireland,2,8
Railways of the World,Israel,2,10
Railways of the World,Italy,21,7.64
Railways of the World,Japan,6,4.5
Railways of the World,Latvia,3,8.57
Railways of the World,Lithuania,6,8.5
Railways of the World,Malaysia,7,8.36
Railways of the World,Mexico,2,9.6
Railways of the World,Netherlands,14,8.07
Railways of the World,New Zealand,12,7.96
Railways of the World,Norway,11,8.27
Railways of the World,Philippines,1,6
Railways of the World,Poland,18,8.11
Railways of the World,Portugal,5,7.5
Railways of the World,Romania,1,8
Railways of the World,Russia,2,7.5
Railways of the World,Slovakia,1,1
Railways of the World,Slovenia,1,9
Railways of the World,South Korea,1,7
Railways of the World,Spain,37,7.87
Railways of the World,Sweden,17,7.93
Railways of the World,Switzerland,7,8.94
Railways of the World,Taiwan,5,7.96
Railways of the World,Thailand,2,7.5
Railways of the World,Ukraine,1,6
Railways of the World,USA,510,7.96
Railways of the World,Uruguay,1,9
Risk,Argentina,3,5
Risk,Australia,71,5.94
Risk,Austria,11,5.5
Risk,The Bahamas,1,8
Risk,Belgium,37,5.96
Risk,Bolivia,1,7
Risk,Brazil,18,5.43
Risk,Bulgaria,3,8.33
Risk,Canada,277,6.29
Risk,Chile,12,6.54
Risk,China,4,5.25
Risk,Colombia,8,7.61
Risk,Costa Rica,1,6
Risk,Croatia,9,5.8
Risk,Czech Republic,2,5.5
Risk,Denmark,25,5.74
Risk,England,9,6.69
Risk,Estonia,4,5.88
Risk,Fiji,1,6
Risk,Finland,30,5.73
Risk,France,20,6.31
Risk,Germany,117,6
Risk,Greece,29,6.77
Risk,Guatemala,1,7
Risk,Hungary,22,6.24
Risk,Iceland,1,8
Risk,India,2,5.5
Risk,Indonesia,1,8
Risk,Ireland,6,5.67
Risk,Israel,6,5.75
Risk,Italy,50,6.64
Risk,Japan,6,5.5
Risk,Latvia,5,5.7
Risk,Lithuania,9,5.61
Risk,Macedonia,1,6
Risk,Malaysia,6,5.33
Risk,Mexico,21,7.09
Risk,Moldova,1,9
Risk,Netherlands,64,6.16
Risk,New Zealand,17,5.45
Risk,Norway,25,6.08
Risk,Paraguay,1,7
Risk,Peru,3,6.67
Risk,Philippines,4,4.5
Risk,Poland,26,5.46
Risk,Portugal,26,6.54
Risk,Qatar,2,6.7
Risk,Romania,8,7.15
Risk,Russia,5,5.05
Risk,Saudi Arabia,1,5
Risk,Republic of Serbia,5,6
Risk,Slovenia,6,6.25
Risk,South Africa,5,5.8
Risk,South Korea,4,6.75
Risk,Spain,109,6.65
Risk,Sweden,51,6.08
Risk,Switzerland,10,6.45
Risk,Taiwan,1,8.5
Risk,Thailand,1,8
Risk,Turkey,2,8.5
Risk,USA,1476,6.14
Risk,Venezuela,1,10
Robinson Crusoe: Adventures on the Cursed Island,Argentina,7,7.77
Robinson Crusoe: Adventures on the Cursed Island,Australia,26,7.63
Robinson Crusoe: Adventures on the Cursed Island,Austria,10,8.32
Robinson Crusoe: Adventures on the Cursed Island,Belarus,1,8.5
Robinson Crusoe: Adventures on the Cursed Island,Belgium,11,8.27
Robinson Crusoe: Adventures on the Cursed Island,Bolivia,1,9
Robinson Crusoe: Adventures on the Cursed Island,Brazil,31,8.64
Robinson Crusoe: Adventures on the Cursed Island,Bulgaria,3,9.33
Robinson Crusoe: Adventures on the Cursed Island,Canada,80,8.22
Robinson Crusoe: Adventures on the Cursed Island,Chile,1,10
Robinson Crusoe: Adventures on the Cursed Island,China,7,7.74
Robinson Crusoe: Adventures on the Cursed Island,Colombia,3,8.33
Robinson Crusoe: Adventures on the Cursed Island,Croatia,1,9
Robinson Crusoe: Adventures on the Cursed Island,Czech Republic,4,5.25
Robinson Crusoe: Adventures on the Cursed Island,Denmark,6,8.5
Robinson Crusoe: Adventures on the Cursed Island,England,6,8.17
Robinson Crusoe: Adventures on the Cursed Island,Estonia,3,7.33
Robinson Crusoe: Adventures on the Cursed Island,Finland,9,7.9
Robinson Crusoe: Adventures on the Cursed Island,France,10,8.2
Robinson Crusoe: Adventures on the Cursed Island,Germany,92,8.3
Robinson Crusoe: Adventures on the Cursed Island,Greece,15,8.64
Robinson Crusoe: Adventures on the Cursed Island,Hungary,4,7.13
Robinson Crusoe: Adventures on the Cursed Island,India,1,8.5
Robinson Crusoe: Adventures on the Cursed Island,Ireland,5,9
Robinson Crusoe: Adventures on the Cursed Island,Israel,3,7.37
Robinson Crusoe: Adventures on the Cursed Island,Italy,19,6.85
Robinson Crusoe: Adventures on the Cursed Island,Japan,5,5.2
Robinson Crusoe: Adventures on the Cursed Island,Latvia,4,7.9
Robinson Crusoe: Adventures on the Cursed Island,Lithuania,6,8.33
Robinson Crusoe: Adventures on the Cursed Island,Malaysia,2,7.75
Robinson Crusoe: Adventures on the Cursed Island,Mexico,1,10
